t [s];P [Pa];Q [m^3/s];A [m^2];P_f [Pa];P_b [Pa];Q_f [m^3/s];Q_b [m^3/s]
0.231788079470199;13494.4367829657;0.000154286796531;0.003005076814372;162.653075939974;2.40829286683061;0.000159058045413;-2.35506370824139E-06
0.235099337748344;13497.0613688068;0.000156702981705;0.003005962352545;165.141553988949;2.48666911912615;0.000161491522015;-2.43170765379765E-06
0.23841059602649;13499.6282231081;0.000159059814361;0.003006828538215;167.568455426263;2.56653702115902;0.000163864782999;-2.50981027998688E-06
0.241721854304636;13502.1349924474;0.000161354972719;0.003007674568632;169.931476743723;2.64790620862341;0.000166175575769;-2.58938100952982E-06
0.245033112582781;13504.5793829523;0.00016358619476;0.003008499660899;172.228376807321;2.73078543189581;0.000168421708728;-2.67042839939818E-06
0.248344370860927;13506.9591622392;0.000165751280328;0.003009303052671;174.456978838389;2.81518245203941;0.000170601053207;-2.75296003911727E-06
0.251655629139073;13509.2721612904;0.000167848093168;0.003010084002827;176.615172332288;2.90110393644952;0.00017271154535;-2.83698244871723E-06
0.254966887417219;13511.5162762687;0.000169874562901;0.003010841792127;178.700914913453;2.98855535471849;0.000174751187922;-2.92250097689762E-06
0.258278145695364;13513.6894702682;0.000171828686945;0.00301157572384;180.712234125665;3.07754087522711;0.000176718052063;-3.00951969990872E-06
0.26158940397351;13515.7897750009;0.000173708532364;0.003012285124361;182.647229156519;3.16806326304636;0.000178610278975;-3.0980413217071E-06
0.264900662251656;13517.8152924196;0.000175512237653;0.003012969343796;184.504072495041;3.26012377967577;0.000180426081537;-3.18806707590944E-06
0.268211920529801;13519.7641962747;0.000177238014461;0.003013627756528;186.281011521521;3.35372208520171;0.000182163745868;-3.27959663011453E-06
0.271523178807947;13521.6347336067;0.000178884149238;0.003014259761765;187.976370028643;3.44885614339256;0.000183821632808;-3.37262799309734E-06
0.274834437086093;13523.425226172;0.000180449004815;0.003014864784057;189.588549673045;3.54552213029419;0.000185398179342;-3.46715742542225E-06
0.278145695364238;13525.1340718033;0.000181931021917;0.003015442273797;191.116031356509;3.64371434688856;0.000186891899947;-3.56317935403311E-06
0.281456953642384;13526.7597457034;0.000183328720593;0.003015991707694;192.557376536009;3.74342513629436;0.000188301387875;-3.66068629128472E-06
0.28476821192053;13528.3008016723;0.000184640701584;0.003016512589225;193.911228461903;3.84464480607654;0.000189625316365;-3.75966875896872E-06
0.288079470198676;13529.755873268;0.000185865647606;0.003017004449062;195.176313343586;3.94736155610664;0.000190862439778;-3.86011521776792E-06
0.291390728476821;13531.1236748997;0.00018700232456;0.003017466845477;196.351441442;4.05156141248807;0.000192011594674;-3.96201200264298E-06
0.294701986754967;13532.4030028545;0.000188049582671;0.003017899364716;197.435508088387;4.15722816800364;0.000193071700797;-4.06534326459612E-06
0.298013245033113;13533.5927362564;0.000189006357533;0.003018301621362;198.427494628781;4.2643433294936;0.000194041762011;-4.1700909192115E-06
0.301324503311258;13534.6918379583;0.000189871671091;0.003018673258658;199.326469293707;4.37288607260869;0.000194920867138;-4.27623460240892E-06
0.304635761589404;13535.6993553663;0.000190644632536;0.003019013948818;200.131587992665;4.48283320427032;0.000195708190746;-4.38375163373377E-06
0.30794701986755;13536.6144211969;0.000191324439112;0.003019323393307;200.842095032966;4.5941591332155;0.000196402993844;-4.49261698755191E-06
0.311258278145695;13537.4362541662;0.000191910376857;0.003019601323094;201.457323762563;4.70683584893168;0.000197004624515;-4.60280327245167E-06
0.314569536423841;13538.1641596115;0.000192401821243;0.003019847498889;201.976697136544;4.82083290926185;0.000197512518468;-4.71428071912185E-06
0.317880794701987;13538.7975300458;0.000192798237749;0.003020061711344;202.399728206987;4.93611743692172;0.000197926199518;-4.82701717694783E-06
0.321192052980132;13539.3358456439;0.000193099182341;0.00302024378124;202.726020535961;5.05265412514596;0.000198245279989;-4.94097811952893E-06
0.324503311258278;13539.7786746611;0.00019330430187;0.003020393559637;202.955268532382;5.17040534446748;0.000198469461044;-5.05612674910198E-06
0.327814569536424;13540.1256738769;0.000193413334295;0.003020510928043;203.087257724587;5.28933249656069;0.000198598532953;-5.17242532045812E-06
0.33112582781457;13540.3765902211;0.000193426107632;0.003020595798968;203.121865038689;5.4094053414557;0.000198632375361;-5.28984426200455E-06
0.334437086092715;13540.5312703801;0.000193342531099;0.003020648119183;203.059059335534;5.53064359634779;0.000198570957817;-5.40840285513871E-06
0.337748344370861;13540.5897029319;0.000193162554962;0.00302066788398;202.898902812676;5.65324940235841;0.000198414341145;-5.52829877316973E-06
